address,business_id,city,latitude,longitude,name,phone_number,postal_code,state
"155 South Rancho Santa Fe Road",554832,"San Marcos",33.14702,-117.198809,"99 CENT ONLY STORES #307",,92078,CA
"4637 Market St",592161,"San Diego",32.711435,-117.094497,"MOODYS 6J57167",,92102,CA
"1831 South Centre City Parkway",296977,Escondido,33.101571,-117.074443,"STARBUCKS COFFEE #5709",,92025,CA
"9420 Scranton Road",499890,"San Diego",32.893123,-117.20165,"STAPLES #378",,92121,CA
"6017 Paseo del Norte",509199,Carlsbad,33.121311,-117.319997,"TACO BELL",,92011,CA
"4984 Voltaire Street",973440,"San Diego",32.75208,-117.2461629,"OB DELI",,92107,CA
"211 Highland Ave",166612,"National City",32.683253,-117.10069,"JUAREZ 99 CENT",,91950,CA
"1203 Garnet Ave",175902,"San Diego",32.798216,-117.248025,"P B SUSHI",,92109,CA
"730 Sycamore Ave",380044,Vista,33.164074,-117.217252,"DIAMOND DONUTS",,92083,CA
"1025 Prospect St",140726,"La Jolla",32.847749,-117.274275,"PROSPECT BAR & GRILL",,92037,CA
"1429 Main St",75999,Ramona,33.038344,-116.875237,"AMICI PIZZA PASTA SUB",,92065,CA
"780 Sycamore Ave",168641,Vista,33.162873,-117.21828,"STATER BROS MARKET #156",,92083,CA
"121 S Rancho Santa Fe Rd",297669,"San Marcos",33.147901,-117.199344,"DD'S DISCOUNT 5163",,92078,CA
"825 West E Street",304700,"San Diego",32.714077,-117.170418,"OFFICE DEPOT #934",,92101,CA
"2295 South Melrose Drive",239741,Vista,33.145748,-117.241722,"CHEVRON #1497",,92081,CA
"4637 Market St",577469,"San Diego",32.711435,-117.094497,"MOODYS 7H13269",,92102,CA
"2985 Via Las Rosas",63891,Oceanside,33.186925,-117.328647,"7-ELEVEN #18159D",,92054,CA
"7941 Broadway",399903,"Lemon Grove",32.742688,-117.027893,"FRUIT MANIA",,91945,CA
"1847 Main St",157651,Ramona,33.033828,-116.88234,"LOS RANCHEROS",,92065,CA
"4290 Clairemont Mesa Blvd",149977,"San Diego",32.830583,-117.20182,"KFC #C191024",,92117,CA
"1020 12th Street",530448,Ramona,33.033046,-116.865896,"WATKINS PRODUCTS",,92065,CA
"4110 Mission Boulevard",520795,"Pacific Beach",32.791098,-117.253913,"TONY ROMAS",,92109,CA
"1107 East Main Street",392490,"El Cajon",32.794834,-116.944207,"EZ CORNER MARKET",,92021,CA
"9888 Magnolia Ave",480609,Santee,32.856631,-116.971147,"RED LOTUS",,92071,CA
"9790 Miramar Road",348114,"San Diego",32.894187,-117.118698,"S & G ZAVARO MOBIL INC",,92126,CA
"5591 University Avenue",321965,"San Diego",32.747546,-117.075599,"NEW WAY LIQUOR",,92105,CA
"865 W Harbor Dr",414527,"San Diego",32.711477,-117.17141,"HOT LICKS",,92101,CA
"4637 Market St",560619,"San Diego",32.711435,-117.094497,"MOODYS 5S33134",,92102,CA
"4984 Voltaire Street",461506,"San Diego",32.75208,-117.246163,"OB QUIK STOP MARKET",,92107,CA
"9969 Mira Mesa Boulevard",491080,"San Diego",32.916345,-117.112486,"SCRIPPS RANCH LIQUOR",,92131,CA
"4820 Newport Ave",86633,"San Diego",32.744985,-117.247996,AZUCAR,,92107,CA
"9510 Scranton Rd",75733,"San Diego",32.894083,-117.201775,"AMERICANA CAR WASH",,92121,CA
"5985 University Ave",402086,"San Diego",32.751834,-117.067416,"GENIE OIL CHANGE",,92115,CA
"5617 Paseo Del Norte",449834,Carlsbad,33.12712,-117.323298,"MENCHIES FROZEN YOGURT",,92008,CA
"1830 Sunset Cliffs Boulevard",514294,"San Diego",32.743662,-117.24863,"THAI TIME BISTRO",,92107,CA
"2983 Via Las Rosas",140715,Oceanside,33.186928,-117.329005,"ROBERTOS TACO SHOP",,92054,CA
"105 South Rancho Santa Fe Road",479732,"San Marcos",33.14859,-117.198716,"RANCHO SANTA FE GAS",,92078,CA
"5111 College Avenue",281747,"San Diego",32.771002,-117.069556,"COLLEGE ARCO",,92115,CA
"5739 El Cajon Boulevard",479809,"San Diego",32.758598,-117.073319,"RANDYS MINI MARKET",,92115,CA
"1835 South Coast Highway",316208,Oceanside,33.173817,-117.361356,"PCH SPORTS BAR & GRILL",,92054,CA
"9040 Campo Road",526554,"Spring Valley",32.751832,-117.001732,"VALLEY FARM MARKET",,91977,CA
"1549 El Prado",89257,"San Diego",32.731475,-117.148634,"BALBOA PARK CENTRAL",,92101,CA
"1755 Hacienda Drive",285097,"San Diego",33.188125,-117.274692,"COSTCO WHOLESALE #124",,92083,CA
"2305 National Avenue",371943,"San Diego",32.695926,-117.138385,"ROLANDO DISTRIBUTOR",,92113,CA
"6060 El Cajon Boulevard",425916,"San Diego",32.761372,-117.067692,"KEG N BOTTLE",,92115,CA
"1200 Vale Terrace Drive",238936,"San Diego",33.20902,-117.225229,"CHEF DK CATERING",,92084,CA
"3299 Holiday Court",493134,"San Diego",32.870508,-117.231336,"SHERATON HOTEL LA JOLLA",,92037,CA
"1603 India Street",593959,"San Diego",32.722085,-117.168189,"TAZZA DORO",,92101,CA
"11860 Carmel Creek Road",488971,"San Diego",32.932922,-117.231138,"SAN DIEGO JEWISH ACADEMY",,92130,CA
"1959 Abbott Street",366725,"San Diego",32.748904,-117.251835,"NEWBREAK COFFEE & CAFE",,92107,CA
"5102 1/2 Imperial Ave",349794,"San Diego",32.704672,-117.084854,"JAQUIN MEXICAN GRILL",,92114,CA
"1085 E Main St",99439,"El Cajon",32.794894,-116.945135,"BIG LOTS #4012",,92021,CA
"1910 Oceanside Boulevard",370510,Oceanside,33.19421,-117.356085,"OCEANSIDE LIQUOR",,92054,CA
"9430 Scranton Road",500777,"San Diego",32.893691,-117.203156,"STARBUCKS COFFEE #5495",," 9212",CA
"4637 Market St",585315,"San Diego",32.711435,-117.094497,"MOODYS 6B49847",,92102,CA
"2600 Temple Heights Drive",489089,"San Diego",33.216805,-117.269735,"SAN LUIS MEXICAN FOOD",,92056,CA
"158 Roymar Road",231395,"San Diego",33.216108,-117.345711,"CARLITOS CHICKEN #1",,92058,CA
"2220 E Plaza Blvd",180383,"National City",32.678226,-117.08262,"TAPIOCA EXPRESS",,91950,CA
"3251 Holiday Court",498376,"San Diego",32.870027,-117.233117,"SPIRITS OF ST GERMAIN",,92037,CA
"10195 Riverford Rd",64274,Lakeside,32.861092,-116.947251,"7-ELEVEN #26651B-2121",,92040,CA
"2205 S Melrose Dr",170975,Vista,33.146403,-117.24128,"STARBUCKS COFFEE #14837",,92081,CA
"177 South Las Posas Road",258452,"San Diego",33.143169,-117.191415,"SPORT CHALET #67",,92078,CA
"5620 Paseo del Norte",504827,Carlsbad,33.126934,-117.323117,"SUBWAY #50857",,92008,CA
"4150 Mission Boulevard",461685,"San Diego",32.791421,-117.254013,"OCEANS PIZZERIA & BAKERY",,92109,CA
"950 Tamarack Ave",315335,Carlsbad,33.152726,-117.335145,"VILLAGE KITCHEN & PIE SHOP",,92008,CA
"181 South Las Posas Road",485508,"San Marcos",33.14314,-117.19143,"ROSS DRESS FOR LESS",,92078,CA
"3722 Kenora Drive",231513,"San Diego",32.746976,-116.988788,"CARLS JR #118",,91977,CA
"2250 S El Camino Real",77852,Oceanside,33.184074,-117.327229,"ANITAS RESTAURANT",,92054,CA
"910 Grand Avenue",486262,"San Diego",32.795204,-117.252816,"RUBIOS FRESH MEXICAN GRILL",,92109,CA
"5620 Paseo del Norte",486265,Carlsbad,33.126934,-117.323117,"RUBIOS FRESH MEXICAN GRILL #167",,92008,CA
"10243 Genetic Center Drive",588097,"San Diego",32.906235,-117.180495,"SHARP REES STEALY PHARMACY #4",,92121,CA
"6785 Mira Mesa Boulevard",498299,"San Diego",32.907099,-117.173498,"SPICES THAI CAFE",,92126,CA
"200 East Via Rancho Parkway",1010118,Escondido,33.069223,-117.069055,"GODIVA CHOCOLATIER #274",,92025,CA
"11265 Camino Ruiz",452411,"San Diego",32.926288,-117.14392,"MIRAMESA WINE & SPIRITS",,92126,CA
"980 Grand Avenue",990575,"San Diego",32.795747,-117.2516309,"EL PAISA MEXICAN GRILL",,92109,CA
"4508 Cass Street",1009604,"San Diego",32.797490330633,-117.251972832474,"SQUARE PIZZA COMPANY",,92109,CA
"1055 East Main Street",564163,"El Cajon",32.794834,-116.946225,"DULCERIAS AZTECAS",,92021,CA
"678 Jamacha Road",973185,"El Cajon",32.7878308494619,-116.928353535618,"LULUS INTERNATIONAL MARKET",,92019,CA
"1250 Prospect St",182792,"La Jolla",32.849148,-117.271681,"THE HAKE",,92037,CA
"3250 Greyling Drive",605206,"San Diego",32.802176,-117.139783,"COTIXAN MEXICAN FOOD",,92123,CA
"7708 Regents Road",252873,"San Diego",32.857623,-117.220693,"PAPA JOHNS PIZZA #4398",,92122,CA
"3232 Greyling Drive",586826,"San Diego",32.801881,-117.14004,"MAGGIES CAFE",,92123,CA
"1903 South Coast Highway",589491,Oceanside,33.173551,-117.360895,"POUR HOUSE",,92054,CA
"10675 Calle Mar De Mariposa",614436,"San Diego",32.913676,-117.226251,"TORREY GARDENS CAFE",,92130,CA
"2323 Greenbrier Dr",563954,Oceanside,33.197954,-117.357304,"GOAT HILL PARK",,92054,CA
"2215 South Melrose Drive",578253,Vista,33.145621,-117.241088,"MRS TACO MEXICAN & SEAFOOD GRILL",,92081,CA
"5802 Van Allen Way",973554,Carlsbad,33.135207,-117.2875279,"7-ELEVEN STORE 32942B",,92008,CA
"832 Garnet Avenue",608212,"San Diego",32.797013,-117.25481,"BACKYARD KITCHEN & TAP",,92109,CA
"2205 S Melrose Dr",592820,Vista,33.146629,-117.241307,"HUNGRY BEAR DELI",,92081,CA
"3773 Willow Glen Dr",593064,"El Cajon",32.743911,-116.92824,"NICKYS ROTTENS BAR & BURGER JOINT",,92019,CA
"5157 College Avenue",1006536,"San Diego",32.772294,-117.0695989,"PHO FIFTH AVENUE EXPRESS",,92115,CA
"577 S Rancho Santa Fe Rd",400596,"San Marcos",33.135352,-117.205714,"G MARKET & LIQUOR",,92078,CA
"5617 Paseo Del Norte",144871,Carlsbad,33.12712,-117.323298,"MANTRA YOGA JUICE BAR",,92008,CA
"2983 Via Las Rosas",996481,Oceanside,33.186592,-117.3289949,"TONYS FRESH MEXICAN FOOD",,92054,CA
"789 W Harbor Dr, C-1",372267,"San Diego",32.710692,-117.167743,"THE CHEESECAKE FACTORY",,92101,CA
"7612 Linda Vista Rd",77777,"San Diego",32.801584,-117.15778,"ANH HONG PHO PASTEUR",,92111,CA
"1090 East Vista Way",381856,Vista,33.214733,-117.228791,"DOLLAR TREE #2575",,92084,CA
"9683 Campo Road",263287,"San Diego",32.747336,-116.987357,RANAS.COM,,91977,CA
"319 Palomar Street",357968,"Chula Vista",32.606483,-117.067181,"MY BABYS NUTRITION CENTER",,91911,CA
"1051 South Main Avenue",393043,Fallbrook,33.373211,-117.251584,"FALLBROOK LIQUOR",,92028,CA
"4121 Oceanside Boulevard",403671,Oceanside,33.206511,-117.287239,"GO GO JAPAN",,92056,CA
"1635 Sweetwater Rd",471053,"National City",32.661472,-117.082138,"PHO MAI CALI & GRILL",,91950,CA
"1104 East Washington Avenue",424029,"San Diego",32.787746,-116.94429,"JUANBERTOS MEXICAN FOOD",,92019,CA
"1631 S Melrose Dr",375872,Vista,33.166484,-117.247004,"CVS/PHARMACY #8836",,92081,CA
"3555 Rosecrans Street",262646,"San Diego",32.750071,-117.205653,"KIMIYA SUSHI",,92110,CA
"28960 Lilac Rd",410239,"Valley Center",33.236992,-117.052349,"HARVEST FARMS MARKET",,92082,CA
"1105 Rosecrans Street",474487,"San Diego",32.72155,-117.231647,"POINT LOMA SHELTER ISLAND DRUG",,92106,CA
"600 East Vista Way",243963,"Vista Cascade Mobile Home Park",33.2472,-117.230263,"CHINS SZECHWAN VISTA INC",,92084,CA
"2020 Hacienda Drive",355225,"San Diego",33.183916,-117.284957,"LITTLE CAESARS PIZZA",,92083,CA
"755 Shadowridge Dr",528292,Vista,33.166341,-117.221859,"VISTA WINE & SPIRITS",,92083,CA
"8510 Genesee Ave",109514,"San Diego",32.867888,-117.21401,"BRISTOL FARMS",,92122,CA
"2913 State St",140754,Carlsbad,33.160546,-117.34949,"YOSHINO JAPANESE RESTAURANT",,92008,CA
"228 Kalbaugh Street",451578,"San Diego",33.033011,-116.895557,"MIKES LIQUOR",,92065,CA
"300 Fir Street",492752,"San Diego",32.725187,-117.161913,"SHARP REES STEALY PHARMACY #1",,92101,CA
"3170 Armstrong Street",244566,"San Diego",32.802625,-117.16387,"KEARNY MESA LITTLE LEAGUE",,92111,CA
"525 Palm Canyon Drive",262274,"Borrego Springs",33.256436,-116.382181,"XL CO",,92004,CA
"579 Palm Canyon Dr",106234,"Borrego Springs",33.256539,-116.379866,"BORREGO OUTFITTERS",,92004,CA
"3900 Lomaland Drive",344419,"San Diego",32.719729,-117.249592,"POINT LOMA COLLEGE",,92106,CA
"4150 Regents Park Row",150010,"La Jolla",32.872607,-117.217593,"NOZOMI #2",,92037,CA
"1808 W Washington St",90488,"San Diego",32.743142,-117.18152,"BAR DYNAMITE",,92103,CA
"555 Broadway",334345,"Chula Vista",32.62914,-117.088766,"GNC #2328",,91910,CA
"226 Main Street",389316,Vista,33.202725,-117.242056,"EL RANCHERO RESTAURANT",,92084,CA
"1868 Rosecrans St",68727,"San Diego",32.730908,-117.223933,ADALBERTOS,,92106,CA
"14336 Tierra Bonita Road",325378,"San Diego",32.975551,-117.028734,"POWAY VALLEY RIDERS",,92064,CA
"1297 Imperial Beach Boulevard",520658,"Imperial Beach",32.576612,-117.105853,TOMMYS,,91932,CA
"734 Main Street",307948,Ramona,33.044233,-116.864358,"ORIGINAL TOWN RAMONA CANDY CO",,92065,CA
"7100 Aviara Resort Dr",560885,Carlsbad,33.099685,-117.285067,"PARK HYATT AVIARA RESORT - LOBBY LOUNGE KITCHEN",,92011,CA
"75 N Broadway",148333,"Chula Vista",32.64558,-117.095154,MCDONALDS,,91910,CA
"3809 Plaza Drive",415994,"San Diego",33.181534,-117.293051,"I LOVE PHO",,92056,CA
"6955 El Camino Real",336681,Carlsbad,33.103587,-117.266817,"SUN FLOUR BAGEL",,92009,CA
"1295 Imperial Beach Blvd",142605,"Imperial Beach",32.576449,-117.105846,"LA TAPATIA DISCOUNT STORE",,91932,CA
"3794 Plaza Drive",448402,"San Diego",33.18262,-117.293737,"MCDONALDS #10474",,92056,CA
"1401 Hilltop Dr",318696,"Chula Vista",32.604183,-117.051816,"HILLTOP ARCO",,91911,CA
"8590 Rio San Diego Drive",316670,"San Diego",32.776017,-117.144614,"KASI RESTAURANT",,92108,CA
"810 E Vista Way",106751,Vista,33.209708,-117.234867,"BOTTLE BIN LIQUOR",,92084,CA
"5175 Linda Vista Road",504641,"San Diego",32.764846,-117.19723,"SUBWAY #38637",,92110,CA
"11655 Duenda Road",324350,"San Diego",33.03232,-117.079496,"CVS PHARMACY #03914",,92127,CA
"1497 13th Street",332005,"San Diego",32.569329,-117.105383,"NEIGHBOR MARKET",,91932,CA
"4853 Newport Avenue",323276,"San Diego",32.745084,-117.248729,"VILLAGE KITCHEN RESTAURANT",,92107,CA
"8910 Troy St",159952,"Spring Valley",32.736672,-117.007892,"CALIFORNIA COMFORT",,91977,CA
"1290 Hollister Street",361788,"San Diego",32.573318,-117.084475,"PURPLE COW DAIRY & DELI",,92154,CA
"659 Palm Canyon Drive",304598,"Borrego Springs",33.256311,-116.376711,"VILLAGE LIQUORS",,92004,CA
"4360 Main St",65847,"Chula Vista",32.594806,-117.039148,"99 CENTS PLUS CENTER",,91911,CA
"7475 El Cajon Blvd",377980,"La Mesa",32.768108,-117.036232,"DAYS INN & SUITES LA MESA",,91942,CA
"323 Van Houten Avenue",312459,"San Diego",32.79232,-116.96607,"EL CAJON NUTRITION CENTER",,92020,CA
"4233 El Cajon Boulevard",471126,"San Diego",32.754906,-117.104446,"PHO VAN",,92105,CA
"75 N Broadway",529841,"Chula Vista",32.645601,-117.095162,"WALMART #2291",,91910,CA
"3205 Main St",73171,"Chula Vista",32.594749,-117.063977,"ALLAN GAS",,91911,CA
"8213 Broadway",237646,"Lemon Grove",32.744721,-117.020357,"CHARLEYS FAMOUS HAMBURGERS",,91945,CA
"7612 Linda Vista Road",485300,"San Diego",32.801395,-117.157891,"ROSE DONUTS",,92111,CA
"5460 Split Mountain Rd",157678,"Borrego Springs",33.136925,-116.132819,"IRON DOOR",,92004,CA
"1419 Hilltop Dr",412175,"Chula Vista",32.603808,-117.051668,"HILLTOP LIQUOR",,91911,CA
"10436 Craftsman Way, SHOP 6",153762,"San Diego",33.020197,-117.113557,"CAPRI BLU",,92127,CA
"1210 Main Street",353004,"San Diego",33.039956,-116.871798,"RAMONA VALERO",,92065,CA
"1611 S Melrose Dr",381780,Vista,33.166843,-117.247244,"DOLLAR TREE",,92081,CA
"555 Broadway",518252,"Chula Vista",32.629098,-117.088612,"THE SNACK SHOP",,91910,CA
"5525 Split Mountain Rd",244145,"Borrego Springs",33.135704,-116.13282,"SPLIT MOUNTAIN PARK/MKT",,92004,CA
"842 Highway 78",588959,Ramona,33.051126,-116.842619,"MOUNTAIN VALLEY RANCH",,92065,CA
"2917 State Street",207775,Carlsbad,33.160286,-117.349593,"RELM WINE BEER BISTRO",,92008,CA
"2430 South Melrose Drive",252330,Vista,33.141304,-117.243787,"THE HOME DEPOT #1074",,92083,CA
"10300 Campus Point Drive",561175,"San Diego",32.892875,-117.222955,"BRIAN MALARKEYS GREEN ACRE CAMPUS POINTE",,92121,CA
"3520 Ashford Street",450126,"San Diego",32.808126,-117.160012,"MESAS CORNER DELI",,92111,CA
"8590 Rio San Diego Drive",973397,"San Diego",32.7760168,-117.1446135,"KA PRAO THAI CUISINE",,92108,CA
"4121 Oceanside Boulevard",1009592,Oceanside,33.2064989823666,-117.28727477595,"PHO KITCHEN",,92056,CA
"4591 El Cajon Boulevard",974120,"San Diego",32.755269,-117.0956359,"QUAN CHAO CHO RESTAURANT",,92115,CA
"7910 Frost Street",1006558,"San Diego",32.800787,-117.1542049,"TAKE A BREAK DELI & CAFE",,92123,CA
"2936 Oceanside Boulevard",1010121,Oceanside,33.201988,-117.3395979,"LA FUENTE DE MARISCOS",,92054,CA
"200 Harbor Dr",488989,"San Diego",32.708336,-117.162915,"SAN DIEGO WINE & CULINIARY CENTER",,92101,CA
"4520 Camino de la Plaza",381941,"San Diego",32.543726,-117.034997,"DOLLAR TREE 5182",,92173,CA
"365 Olive Avenue",554409,Vista,33.205301,-117.249435,"3 PACOS CATERING",,92083,CA
"1654 India Street",566052,"San Diego",32.722674,-117.168565,IRONSIDE,,92101,CA
"3500 Sports Arena Boulevard",973313,"San Diego",32.7553042,-117.212269481933,"B AND S FOOD",,92110,CA
"590 Palm Canyon Drive",560084,"Borrego Springs",33.257549,-116.380025,"BOTTLE SHOPPE",,92004,CA
"3085 Reynard Way",1010128,"San Diego",32.737615,-117.1696119,"T BUNS",,92103,CA
"6971 El Camino Real",558295,Carlsbad,33.104352,-117.267649,"BEACH PLUM",,92009,CA
"954 Cardiff Street",973425,"San Diego",32.7160835656075,-117.025518990949,"MANGOS GRILL",,92114,CA
"40 4th Avenue",1006378,"Chula Vista",32.6498435960874,-117.087824409906,"ALDI #94",,91910,CA
"1135 Avocado Boulevard",483204,"San Diego",32.776881,-116.958007,"RITE AID STORE #5625",,92020,CA
"8651 Spectrum Center Boulevard",990561,"San Diego",32.825901,-117.1422699,"COURTYARD BY MARRIOTT SAN DIEGO CENTRAL",,92123,CA
"1410 E Main St",81795,"El Cajon",32.799803,-116.931011,"ARCO MIKES",,92021,CA
"8450 Jamacha Road",438175,"San Diego",32.717744,-117.026648,"LIVA DISTRIBUTORS DOS",,92114,CA
"1110 Sycamore Avenue",520684,Vista,33.156573,-117.222966,"TOMS #24 FMS FAMILY REST",,92081,CA
"2100 Greenfield Drive",1009589,"El Cajon",32.800548,-116.9028209,"SHADOW MOUNTIAN - LOWER KITCHEN",,92019,CA
"4090 El Cajon Boulevard",347209,"San Diego",32.755244,-117.107403,"DONUT PLUS",,92105,CA
"1980 Gateway Dr",290708,Vista,33.168293,-117.230659,"SHADOWRIDGE GOLF CLUB",,92081,CA
"16118 4s Ranch Pkwy, #A",62404,"San Diego",33.004342,-117.115843,"4S RANCH COMMUNITY PARK REC BLDG",,92127,CA
"2000 Spindrift Dr",182794,"La Jolla",32.852291,-117.260506,"LA JOLLA BEACH & TENNIS",,92037,CA
"2900 Highland Avenue",294744,"San Diego",32.660967,-117.092134,"SWEETWATER HIGH SCHOOL",,91950,CA
"542 Santa Fe Drive",391167,"San Diego",33.036312,-117.280095,"ENCINITAS 99 CENTS PLUS/ PRODUCE",,92024,CA
"6628 Santa Isabel St",252132,Carlsbad,33.108149,-117.239743,"ST. ELIZABETHS CATHOLIC CHURCH",,92009,CA
"9614 Carlton Hills Boulevard",303906,Santee,32.852286,-116.998912,"GIANT PIZZA KING",,92071,CA
"1833 Garnet Avenue",318546,"San Diego",32.800508,-117.236282,"THE SILVER FOX",,92109,CA
"1633 Grand Ave",171012,"San Diego",32.797978,-117.239511,"KFC #C191011",,92109,CA
"5545 Fermi Ct",105288,Carlsbad,33.140758,-117.281508,"BON APPETIT AT TAYLORMADE",,92008,CA
"609 Broadway",504160,"Chula Vista",32.627144,-117.087965,"SUBWAY #1055",,91910,CA
"3345 Olive St",323701,"Lemon Grove",32.742633,-117.032149,"GROVE GRINDER",,91945,CA
"533 El Cajon Boulevard",247178,"San Diego",32.790242,-116.971808,"MASALA COTTAGE",,92020,CA
"2123 Adams Avenue",326226,"San Diego",32.762745,-117.142155,"CUEVA BAR",,92116,CA
"3602 Meade Avenue",523356,"North Park",32.757345,-117.115007,"TWINS LIQUOR",,92116,CA
"2205 Via de la Valle",378542,"San Diego",32.979073,-117.255307,"DEL MAR SHELL",,92075,CA
"900 Duncan Ranch Road",572475,"Chula Vista",32.654411,-116.948044,"EASTLAKE MIDDLE SCHOOL ASB",,91914,CA
"5966 La Place Court",228884,"San Diego",33.132645,-117.272154,"CAMPUS CAFE",,92008,CA
"813 W Harbor Dr",350251,"San Diego",32.711395,-117.170169,"SEAPORT COOKIE CO",,92101,CA
"701 Broadway",245428,"El Cajon",32.807185,-116.953129,"WINDY CITY MARKET",,92021,CA
"1059 Garnet Avenue",266170,"San Diego",32.797449,-117.250454,"QUIK CORNER",,92109,CA
"11510 Woodside Avenue",290711,Santee,32.852189,-116.949628,"RANCH HOUSE RESTAURANT",,92071,CA
"603 Sycamore Ave",168649,Vista,33.16626,-117.215202,"DOMINOS PIZZA # 8300",,92083,CA
"3675 Midway Dr",61573,"San Diego",32.75336,-117.217111,"24 HOUR FITNESS",,92110,CA
"1402 East Main Street",293334,"El Cajon",32.799666,-116.931478,"JOES TOBACCO OUTLET",,92019,CA
"9303 Chesapeake Drive",536672,Tierrasanta,32.837486,-117.12787,"YUMMY DELI",,92123,CA
"4295 Genesee Ave",413681,"San Diego",32.821053,-117.182717,"HONEY BAKED HAMS",,92117,CA
"8980 Villa La Jolla Dr",484192,"La Jolla",32.8709,-117.233923,"ROCK BOTTOM RESTAURANT& BREWERY",,92037,CA
"2975 Carlsbad Blvd",162400,Carlsbad,33.158449,-117.351243,"GOURMET PIZZA & SEAFOOD",,92008,CA
"8170 Mira Mesa Boulevard",362548,"San Diego",32.912726,-117.146524,"MARSHALLS #414",,92126,CA
"1460 South 43rd Street",402733,"San Diego",32.690793,-117.103337,"GIANT PIZZA KING #6",,92113,CA
"4200 Ruffin Road",304054,"San Diego",32.817732,-117.12499,"CULINART OF CALIFORNIA",,92123,CA
"6009 Paseo Delicias",325033,"San Diego",33.019369,-117.20346,"MILLE FLEURS INC",,92067,CA
"3683 Midway Drive",266808,"San Diego",32.752761,-117.216325,"NUTRITION ZONE",,92110,CA
"855 Jackman Street",445305,"El Cajon",32.806718,-116.972605,"MARSHALLS #689",,92020,CA
"1350 South 43rd Street",335204,"San Diego",32.692277,-117.103012,"JACK IN THE BOX #3047",,92113,CA
"3850 Clairemont Mesa Blvd",149982,"San Diego",32.827746,-117.205359,"JACK IN THE BOX #13",,92117,CA
"510 East Naples Street",484598,"San Diego",32.622889,-117.036201,"ROGERS ELEMENTARY SCHOOL",,91911,CA
"101 Oak Ave",162399,Carlsbad,33.15621,-117.351728,"JAYS GOURMET SEAFOOD & PIZZA",,92008,CA
"5260 S Mission Rd",162403,Bonsall,33.295111,-117.222944,"Z SUNRIZE CAFE",,92003,CA
"701 National City Boulevard",417497,"San Diego",32.676347,-117.106743,"INTEGRITY CHARTER SCHOOL",,91950,CA
"1260 Garnet Avenue",498811,"San Diego",32.798785,-117.247024,"SPROUTS FARMERS MARKET",,92109,CA
"8260 Mira Mesa Boulevard",262852,"San Diego",32.913493,-117.146661,"CVS/PHARMACY #9177",,92126,CA
