"business_id","date","ViolationTypeID","risk_category","description"
234,"20140415",103145,"Low Risk","Improper storage of equipment utensils or linens"
234,"20140415",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
234,"20140415",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
234,"20140415",103120,"Moderate Risk","Moderate risk food holding temperature "
234,"20140415",103105,"High Risk","Improper cooling methods"
236,"20161017",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
236,"20161017",103156,"Low Risk","Permit license or inspection report not posted"
236,"20141118",103156,"Low Risk","Permit license or inspection report not posted"
236,"20141118",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
236,"20141118",103150,"Low Risk","Improper or defective plumbing"
236,"20141118",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
236,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
236,"20151214",103131,"Moderate Risk","Moderate risk vermin infestation"
236,"20151214",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
239,"20160525",103120,"Moderate Risk","Moderate risk food holding temperature "
239,"20160525",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
239,"20160525",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
239,"20160525",103132,"Moderate Risk","Improper thawing methods "
239,"20140507",103120,"Moderate Risk","Moderate risk food holding temperature "
239,"20140507",103133,"Moderate Risk","Foods not protected from contamination"
239,"20140507",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20161004",103155,"Low Risk","Unapproved  living quarters in food facility"
240,"20161004",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20161004",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20161004",103133,"Moderate Risk","Foods not protected from contamination"
240,"20161004",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
240,"20161004",103147,"Low Risk","Inadequate ventilation or lighting"
240,"20161004",103150,"Low Risk","Improper or defective plumbing"
240,"20150813",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20150813",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20150813",103120,"Moderate Risk","Moderate risk food holding temperature "
240,"20150813",103114,"High Risk","High risk vermin infestation"
240,"20150813",103102,"High Risk","Unclean hands or improper use of gloves"
240,"20150813",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
240,"20150813",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20150813",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20140206",103105,"High Risk","Improper cooling methods"
240,"20140206",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20140206",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20140206",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
240,"20140206",103120,"Moderate Risk","Moderate risk food holding temperature "
240,"20140724",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20140724",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20140724",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20140724",103132,"Moderate Risk","Improper thawing methods "
240,"20140724",103109,"High Risk","Unclean or unsanitary food contact surfaces"
240,"20140724",103139,"Low Risk","Improper food storage"
247,"20161114",103120,"Moderate Risk","Moderate risk food holding temperature "
247,"20161114",103157,"Low Risk","Food safety certificate or food handler card not available"
247,"20161114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
247,"20161114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20161114",103131,"Moderate Risk","Moderate risk vermin infestation"
247,"20140909",103148,"Low Risk","No thermometers or uncalibrated thermometers "
247,"20140909",103143,"Low Risk","Inadequate warewashing facilities or equipment"
247,"20140909",103142,"Low Risk","Unclean nonfood contact surfaces"
247,"20140909",103129,"Moderate Risk","Insufficient hot water or running water"
247,"20140909",103109,"High Risk","Unclean or unsanitary food contact surfaces"
247,"20160503",103109,"High Risk","Unclean or unsanitary food contact surfaces"
247,"20160503",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
247,"20160503",103120,"Moderate Risk","Moderate risk food holding temperature "
247,"20160503",103139,"Low Risk","Improper food storage"
247,"20140304",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20140304",103150,"Low Risk","Improper or defective plumbing"
247,"20140304",103157,"Low Risk","Food safety certificate or food handler card not available"
251,"20140612",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
251,"20140612",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
251,"20160616",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
253,"20161208",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
253,"20161208",103150,"Low Risk","Improper or defective plumbing"
253,"20150217",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
253,"20160622",103133,"Moderate Risk","Foods not protected from contamination"
253,"20160622",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
256,"20161019",103148,"Low Risk","No thermometers or uncalibrated thermometers "
256,"20161019",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
256,"20140303",103157,"Low Risk","Food safety certificate or food handler card not available"
258,"20160922",103156,"Low Risk","Permit license or inspection report not posted"
258,"20160922",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
258,"20160922",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
258,"20160922",103139,"Low Risk","Improper food storage"
258,"20160922",103129,"Moderate Risk","Insufficient hot water or running water"
258,"20160922",103117,"Moderate Risk","Discharge from employee nose mouth or eye"
258,"20160922",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
258,"20161028",103162,"Low Risk","Other low risk violation"
258,"20160922",103120,"Moderate Risk","Moderate risk food holding temperature "
258,"20141003",103132,"Moderate Risk","Improper thawing methods "
258,"20141003",103139,"Low Risk","Improper food storage"
258,"20150528",103139,"Low Risk","Improper food storage"
258,"20160407",103156,"Low Risk","Permit license or inspection report not posted"
258,"20160407",103129,"Moderate Risk","Insufficient hot water or running water"
258,"20160407",103139,"Low Risk","Improper food storage"
258,"20160407",103162,"Low Risk","Other low risk violation"
258,"20160407",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
258,"20140407",103139,"Low Risk","Improper food storage"
258,"20140407",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
267,"20150730",103109,"High Risk","Unclean or unsanitary food contact surfaces"
267,"20150730",103139,"Low Risk","Improper food storage"
267,"20150730",103108,"High Risk","Contaminated or adulterated food"
267,"20150730",103132,"Moderate Risk","Improper thawing methods "
267,"20150730",103102,"High Risk","Unclean hands or improper use of gloves"
267,"20150730",103158,"Low Risk","Unpermitted food facility"
267,"20150730",103145,"Low Risk","Improper storage of equipment utensils or linens"
267,"20140528",103109,"High Risk","Unclean or unsanitary food contact surfaces"
267,"20160721",103156,"Low Risk","Permit license or inspection report not posted"
267,"20160721",103157,"Low Risk","Food safety certificate or food handler card not available"
267,"20160721",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
267,"20160721",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
267,"20160721",103145,"Low Risk","Improper storage of equipment utensils or linens"
267,"20160721",103132,"Moderate Risk","Improper thawing methods "
268,"20140829",103120,"Moderate Risk","Moderate risk food holding temperature "
268,"20150903",103133,"Moderate Risk","Foods not protected from contamination"
268,"20150903",103145,"Low Risk","Improper storage of equipment utensils or linens"
268,"20140224",103156,"Low Risk","Permit license or inspection report not posted"
268,"20160725",103109,"High Risk","Unclean or unsanitary food contact surfaces"
268,"20160725",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
272,"20141203",103131,"Moderate Risk","Moderate risk vermin infestation"
272,"20141203",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
272,"20141203",103133,"Moderate Risk","Foods not protected from contamination"
272,"20141203",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
272,"20141203",103109,"High Risk","Unclean or unsanitary food contact surfaces"
272,"20141203",103103,"High Risk","High risk food holding temperature "
272,"20160517",103114,"High Risk","High risk vermin infestation"
272,"20160517",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
272,"20160517",103108,"High Risk","Contaminated or adulterated food"
272,"20160517",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
272,"20160517",103132,"Moderate Risk","Improper thawing methods "
272,"20140422",103132,"Moderate Risk","Improper thawing methods "
272,"20140422",103133,"Moderate Risk","Foods not protected from contamination"
272,"20140422",103142,"Low Risk","Unclean nonfood contact surfaces"
272,"20140422",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
272,"20140422",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
273,"20160920",103133,"Moderate Risk","Foods not protected from contamination"
273,"20160920",103139,"Low Risk","Improper food storage"
273,"20160920",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
273,"20160920",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
273,"20160920",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
273,"20160920",103157,"Low Risk","Food safety certificate or food handler card not available"
273,"20160920",103150,"Low Risk","Improper or defective plumbing"
273,"20160920",103120,"Moderate Risk","Moderate risk food holding temperature "
273,"20150519",103133,"Moderate Risk","Foods not protected from contamination"
273,"20150519",103145,"Low Risk","Improper storage of equipment utensils or linens"
273,"20150519",103147,"Low Risk","Inadequate ventilation or lighting"
273,"20150519",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
273,"20150519",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
273,"20150526",103142,"Low Risk","Unclean nonfood contact surfaces"
