"business_id","date","description"
217,"20160329","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/29/2016 ]"
217,"20150818","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/3/2016 ]"
217,"20150818","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/3/2016 ]"
217,"20150818","Improper storage of equipment utensils or linens  [ date violation corrected: 3/3/2016 ]"
217,"20140624","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/11/2015 ]"
217,"20140624","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/11/2015 ]"
221,"20140122","High risk vermin infestation  [ date violation corrected: 5/11/2016 ]"
221,"20140122","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/11/2016 ]"
226,"20160523","Improper cooling methods"
226,"20160523","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/27/2016 ]"
226,"20160523","Improper or defective plumbing  [ date violation corrected: 6/27/2016 ]"
226,"20160523","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/27/2016 ]"
226,"20140910","Permit license or inspection report not posted  [ date violation corrected: 5/23/2016 ]"
226,"20140910","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/23/2016 ]"
226,"20140910","High risk food holding temperature   [ date violation corrected: 9/10/2014 ]"
231,"20160301","Improper food storage  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/16/2016 ]"
231,"20160301","Foods not protected from contamination  [ date violation corrected: 3/16/2016 ]"
231,"20140902","Improper storage use or identification of toxic substances  [ date violation corrected: 9/11/2014 ]"
231,"20140902","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/11/2014 ]"
231,"20140902","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/11/2014 ]"
231,"20140204","Improper food storage  [ date violation corrected: 9/2/2014 ]"
231,"20140204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/2/2014 ]"
231,"20140204","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/2/2014 ]"
234,"20160927","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/19/2016 ]"
234,"20160927","Improper food storage  [ date violation corrected: 10/19/2016 ]"
234,"20160927","Unclean nonfood contact surfaces"
234,"20160927","Improper cooling methods  [ date violation corrected: 10/19/2016 ]"
234,"20160927","Foods not protected from contamination  [ date violation corrected: 10/19/2016 ]"
234,"20160927","Food safety certificate or food handler card not available"
234,"20160503","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/27/2016 ]"
234,"20160503","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/27/2016 ]"
234,"20160503","High risk food holding temperature   [ date violation corrected: 9/27/2016 ]"
234,"20160503","Moderate risk vermin infestation  [ date violation corrected: 9/27/2016 ]"
234,"20160503","Foods not protected from contamination  [ date violation corrected: 9/27/2016 ]"
234,"20150505","Inadequate procedures or records for time as a public health control   [ date violation corrected: 5/13/2015 ]"
234,"20150505","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Moderate risk vermin infestation  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/13/2015 ]"
234,"20150505","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/13/2015 ]"
234,"20140415","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Improper cooling methods  [ date violation corrected: 4/15/2014 ]"
234,"20140415","Moderate risk food holding temperature   [ date violation corrected: 6/17/2014 ]"
234,"20140415","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/17/2014 ]"
234,"20140415","Improper storage of equipment utensils or linens  [ date violation corrected: 6/17/2014 ]"
236,"20161017","Wiping cloths not clean or properly stored or inadequate sanitizer"
236,"20161017","Permit license or inspection report not posted"
236,"20151214","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/17/2016 ]"
236,"20151214","Moderate risk vermin infestation  [ date violation corrected: 10/17/2016 ]"
236,"20141118","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Food safety certificate or food handler card not available  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Improper or defective plumbing  [ date violation corrected: 1/12/2015 ]"
236,"20141118","Permit license or inspection report not posted  [ date violation corrected: 1/12/2015 ]"
239,"20160525","Improper thawing methods "
239,"20160525","Inadequately cleaned or sanitized food contact surfaces"
239,"20160525","Moderate risk food holding temperature "
239,"20160525","Inadequate food safety knowledge or lack of certified food safety manager"
239,"20140507","Moderate risk food holding temperature   [ date violation corrected: 5/25/2016 ]"
239,"20140507","Foods not protected from contamination  [ date violation corrected: 5/25/2016 ]"
239,"20140507","Unclean nonfood contact surfaces  [ date violation corrected: 5/25/2016 ]"
240,"20161004","Unapproved  living quarters in food facility"
240,"20161004","Inadequate dressing rooms or improper storage of personal items"
240,"20161004","Inadequate ventilation or lighting"
240,"20161004","Improper or defective plumbing"
240,"20161004","Unclean or degraded floors walls or ceilings"
240,"20161004","Foods not protected from contamination"
240,"20161004","Inadequate and inaccessible handwashing facilities"
240,"20150813","Unclean nonfood contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Moderate risk food holding temperature   [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]"
240,"20150813","High risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
240,"20150813","Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2015 ]"
240,"20140724","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Improper food storage  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Improper thawing methods   [ date violation corrected: 8/22/2014 ]"
240,"20140724","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/22/2014 ]"
240,"20140724","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/22/2014 ]"
240,"20140206","Unclean nonfood contact surfaces  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Improper cooling methods  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/24/2014 ]"
240,"20140206","Moderate risk food holding temperature   [ date violation corrected: 7/24/2014 ]"
247,"20161114","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20161114","Moderate risk food holding temperature "
247,"20161114","Food safety certificate or food handler card not available"
247,"20161114","Unclean or degraded floors walls or ceilings"
247,"20161114","Moderate risk vermin infestation"
247,"20160503","Improper food storage  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Moderate risk food holding temperature   [ date violation corrected: 5/19/2016 ]"
247,"20160503","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/19/2016 ]"
247,"20140909","Unclean nonfood contact surfaces  [ date violation corrected: 5/3/2016 ]"
247,"20140909","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/3/2016 ]"
247,"20140909","Inadequate warewashing facilities or equipment  [ date violation corrected: 5/3/2016 ]"
247,"20140909","Insufficient hot water or running water  [ date violation corrected: 5/3/2016 ]"
247,"20140909","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/3/2016 ]"
247,"20140304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/9/2014 ]"
247,"20140304","Food safety certificate or food handler card not available  [ date violation corrected: 9/9/2014 ]"
247,"20140304","Improper or defective plumbing  [ date violation corrected: 9/9/2014 ]"
251,"20160616","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/16/2016 ]"
251,"20140612","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/16/2016 ]"
251,"20140612","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/16/2016 ]"
253,"20161208","Unclean or degraded floors walls or ceilings"
253,"20161208","Improper or defective plumbing"
253,"20160622","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/8/2016 ]"
253,"20160622","Foods not protected from contamination  [ date violation corrected: 6/22/2016 ]"
253,"20150217","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/22/2016 ]"
256,"20161019","No thermometers or uncalibrated thermometers "
256,"20161019","Unclean or degraded floors walls or ceilings"
256,"20140303","Food safety certificate or food handler card not available  [ date violation corrected: 9/8/2015 ]"
258,"20161028","Other low risk violation"
258,"20160922","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/28/2016 ]"
